item1	item2	item3	item4	item5	item6	item7	item8	item9	item10	item11	item12	item13	item14	item15	item16	item17	item18	item19	item20
-0.3528316782230554	1.2113516490276195	2.2291354301469517	1.8109671570066046	0.6793325753596066	3.0273795990950507	0.2966612945425061	0.379484884812904	0.3659242655429982	2.1930780484061425	-0.9359210576057565	0.5036951534226963	0.44239888710698855	0.42376066489888087	0.013448486151346528	1.9362387248079798	-0.22930897523311367	0.7575648360098264	-0.47092020380819943	1.4039329402360416
2.317229261610718	2.493666998628819	1.143638731555248	3.8010259812625584	1.5088659712779544	1.530718115809434	1.6040007071771278	1.5591129155933385	1.0132339643815957	-0.00473123289339103	0.29917709904278134	0.664126652046641	2.822886258545662	1.2629490498046296	1.4361791428939825	-0.4815848030598571	-1.0214827120254488	-0.08344704680611437	-0.8586780504459055	-0.9099026461197233
-1.1233969081021407	0.3330464233194835	0.013727681671265295	-1.4673427574510165	-0.3462866978067726	0.6415223757125628	-0.9144824498903897	-1.0794662505656225	0.11191366694704712	-0.300300961990571	-0.3412457293859014	-0.36387865109988626	-1.7100290905309123	-0.025929751153474862	-1.7743868962327491	1.1170989643002491	0.3657411769040172	-0.711166152689133	-1.2141288632341392	-0.6826114166498468
-2.050664260779523	-1.0139011023436686	-0.7056522922525015	-1.5236741046063438	0.9010036162654013	-0.2820883245017508	-0.09050821267450805	-0.6473394935361095	-1.2008559765471634	-0.8226832116850973	-1.2883519379536328	-0.9238208135734031	0.17489065212196045	-0.10948460732662826	-1.591523500576053	0.19901771956288938	-0.8261582715321409	-0.6049905611602631	-0.05499585558816161	-0.32318001335098867
-2.6250933619949866	-2.59123042783246	-0.38089438671338516	-0.25180259361343915	-2.341965757940128	-1.4784136679063118	0.4024309731409243	0.0375924430070544	-2.1203436802111826	-2.9413209698620904	-0.9124172865720911	-0.8845379195556489	1.0823744336116636	-0.2640114410766856	-0.2913467074717734	-1.7295587613976515	-0.13383475275550683	0.7956698848424015	-0.23076257272122547	-0.30638729786505714
0.5284496292107781	-0.9228830382126869	1.5121140922402114	4.547183392974138	0.6847136834825784	2.185162237848245	1.8748337034519573	0.5040746838691464	0.014295306455647555	1.2167981846697806	1.1012321952592707	-0.1603953382107694	-0.6847515657073091	1.2354525453983811	0.9939953595885385	-0.24022742071723296	-1.2122107194439116	1.0406767032773525	0.8404357912503768	0.495981308976939
0.969123833806605	1.690824477462362	0.9266318308622297	2.44345600196697	-0.482818535152501	0.9754836470768868	0.1688580685795511	2.5608101279967643	0.132629357390446	1.8175191061957385	2.0191878016708076	2.064596274411274	1.5424436723900445	1.324842792689626	-0.019920831483096202	0.7630177599819487	0.7602039259880259	1.7226652784271552	2.5223474824873433	2.1858042997687104
0.8866327983377736	-1.7753293390101932	0.5555338813293781	-1.4897576573395186	-1.6572824218023547	-0.32872979707367334	-1.022140806047658	-0.26895256818268554	-0.7811871205827621	0.8149646724438746	-0.3454474527984923	1.0068496998290282	0.06395220452782724	-0.6885423957463892	0.1021282553251559	-0.4795043681755467	-1.1622867091539675	1.4857039745857075	0.22358691486070864	-0.8788707142380132
-1.009111388951638	-0.6888617307793182	0.7732344291249124	-0.526602029200678	0.2127928369975176	0.16566607186043616	-0.057253430980871406	1.058014890872548	-0.8123546004355205	-0.768039290180119	1.3997761473271653	1.5791416824909401	0.5541690274952593	-2.2279604461793787	-0.7430917535120896	0.5511988651029939	0.40082774781371217	-0.9996695981944463	-0.011587402864629559	0.4606127679350629
-1.5113555642193437	-2.3096431714019356	-0.38104870347281805	-0.7073361798298575	-0.67983342173528	-0.39148259322785667	-2.1522079206262203	0.035207286190117426	1.1591034716171524	0.9649007279709836	-1.4018607103063938	-0.5966253717968368	-0.3401267838111874	-0.46951135322246634	0.3277417440150286	-0.9934475480322961	-1.3791856739912542	-0.4613354473299055	-0.5007030459636352	-0.30927922977190814
-2.8182279860244486	-2.030283703432433	-1.5594645547105466	-1.7975670968943869	-1.928972292223683	-1.0673022712094067	-3.3605692579952122	-1.9609394651433287	-2.4962659192955945	-0.32865462593013867	-2.0615641695893743	-1.9451480885626418	-2.031056258077128	-1.1730544444540014	-2.044797915664848	-1.7502274540166445	1.0152888490139296	-1.206362178668474	-2.055451998515184	-0.4456687146765954
