y	x	subject	intercept	slope
100.01212776214034	-184.94046285791487	1	1.5764222140248947	-0.5514305004371938
-79.6312208721082	114.82841715822974	1	1.5764222140248947	-0.5514305004371938
-13.632729448758962	16.627881076324577	1	1.5764222140248947	-0.5514305004371938
-86.05632948632766	157.6161522683937	1	1.5764222140248947	-0.5514305004371938
-20.158279657404066	73.6964482644859	1	1.5764222140248947	-0.5514305004371938
15.90677487215328	-27.69594103118517	1	1.5764222140248947	-0.5514305004371938
-1.7923321856390668	19.158406059256265	1	1.5764222140248947	-0.5514305004371938
-94.11761040829697	169.58288842753365	1	1.5764222140248947	-0.5514305004371938
-3.3436457990316377	48.9092897678012	1	1.5764222140248947	-0.5514305004371938
-136.1963854327547	256.03663792903103	1	1.5764222140248947	-0.5514305004371938
1266.8399554237753	284.9421076927707	2	39.41359915012957	4.27812345639842
222.2052130515133	39.06240453501182	2	39.41359915012957	4.27812345639842
430.7666247791351	89.34699081712976	2	39.41359915012957	4.27812345639842
-82.16723109388946	-29.221964878847132	2	39.41359915012957	4.27812345639842
476.7433948020114	97.9070601036702	2	39.41359915012957	4.27812345639842
-209.9804882735215	-57.97911159874613	2	39.41359915012957	4.27812345639842
1041.0264760808193	230.7567174418355	2	39.41359915012957	4.27812345639842
56.14357817268882	7.0813582679183895	2	39.41359915012957	4.27812345639842
205.84415161885136	43.15427752509112	2	39.41359915012957	4.27812345639842
664.2527491409431	148.62820883146748	2	39.41359915012957	4.27812345639842
695.0510034834224	218.7322876247646	3	17.529099722491743	3.1861314586429983
176.1605832166685	50.52565681515931	3	17.529099722491743	3.1861314586429983
470.48649283333634	139.63006788343466	3	17.529099722491743	3.1861314586429983
146.28269177723683	43.44714885166272	3	17.529099722491743	3.1861314586429983
343.64878932867845	108.47325567945126	3	17.529099722491743	3.1861314586429983
-1.0257877492114016	-1.8068801933027814	3	17.529099722491743	3.1861314586429983
692.3594492619776	207.73194705011406	3	17.529099722491743	3.1861314586429983
275.65780298197865	83.40917676569288	3	17.529099722491743	3.1861314586429983
247.67995403602586	71.86394588413577	3	17.529099722491743	3.1861314586429983
42.6977031747847	11.254214211355702	3	17.529099722491743	3.1861314586429983
-4.957429727500777	-8.671445625151541	4	13.98934022745278	3.3284537591355083
-147.06052915290257	-43.09277372419915	4	13.98934022745278	3.3284537591355083
-250.0087833793136	-78.84944616607282	4	13.98934022745278	3.3284537591355083
111.60189246280282	28.892958758553274	4	13.98934022745278	3.3284537591355083
-124.42086345409858	-39.38610506874903	4	13.98934022745278	3.3284537591355083
-470.4588071838663	-142.49040847423214	4	13.98934022745278	3.3284537591355083
643.2305114321581	189.29206215647835	4	13.98934022745278	3.3284537591355083
132.16629529559225	36.09482133749377	4	13.98934022745278	3.3284537591355083
-527.0569669258418	-155.1090351541145	4	13.98934022745278	3.3284537591355083
149.83700117773841	39.76859035744778	4	13.98934022745278	3.3284537591355083
322.1136482992015	61.33134937651874	5	15.884594638407151	4.975250687337102
754.0383643243875	149.07261045553736	5	15.884594638407151	4.975250687337102
1262.0354983835416	251.6919900460807	5	15.884594638407151	4.975250687337102
268.7702679123711	50.701352903050704	5	15.884594638407151	4.975250687337102
649.7129594279932	124.84124292662602	5	15.884594638407151	4.975250687337102
269.51444868191214	51.624586126129174	5	15.884594638407151	4.975250687337102
380.9662281214854	71.80934971593499	5	15.884594638407151	4.975250687337102
728.9849400467001	144.24731246855958	5	15.884594638407151	4.975250687337102
76.5718102120837	14.133587286198505	5	15.884594638407151	4.975250687337102
857.7961527688884	167.3467710915691	5	15.884594638407151	4.975250687337102
1154.6320691492313	168.9893795212132	6	7.119013527104068	6.779283675750975
309.84024218454084	43.549265150256126	6	7.119013527104068	6.779283675750975
203.63977543420447	29.43238791086859	6	7.119013527104068	6.779283675750975
856.4782401595245	125.16912244393005	6	7.119013527104068	6.779283675750975
750.3314089675213	108.02459625622402	6	7.119013527104068	6.779283675750975
-72.24730796491784	-10.573853479300801	6	7.119013527104068	6.779283675750975
265.57875399044417	37.66679370512878	6	7.119013527104068	6.779283675750975
-758.3286376791219	-113.44305819382234	6	7.119013527104068	6.779283675750975
749.9478239765562	109.6151032749336	6	7.119013527104068	6.779283675750975
1191.7869222068239	175.49261391258824	6	7.119013527104068	6.779283675750975
-44.655427136793094	63.86462639641117	7	15.973540102429087	-0.6260858858863116
-7.315779659706201	41.16022952700433	7	15.973540102429087	-0.6260858858863116
5.493728025482946	29.95109895149116	7	15.973540102429087	-0.6260858858863116
-48.34410222285304	120.3004941722132	7	15.973540102429087	-0.6260858858863116
88.90430538723719	-128.60450481364768	7	15.973540102429087	-0.6260858858863116
-35.38819294169599	87.34362747506384	7	15.973540102429087	-0.6260858858863116
-115.63051907400795	213.24880737578965	7	15.973540102429087	-0.6260858858863116
-42.465010218082796	110.2569825902601	7	15.973540102429087	-0.6260858858863116
37.351240177282875	-36.23170405025034	7	15.973540102429087	-0.6260858858863116
3.970712566906183	-5.171288474662624	7	15.973540102429087	-0.6260858858863116
189.52863764033447	103.21260951701109	8	23.990871115437663	1.6120981736888824
216.39917658881376	124.37567697259809	8	23.990871115437663	1.6120981736888824
163.02331775060057	84.96857085822143	8	23.990871115437663	1.6120981736888824
134.4797340355242	63.197555935764186	8	23.990871115437663	1.6120981736888824
-98.06818534374727	-73.99515029092262	8	23.990871115437663	1.6120981736888824
1.0242705193143358	-13.399018047377673	8	23.990871115437663	1.6120981736888824
21.327920865651006	0.06984584028001706	8	23.990871115437663	1.6120981736888824
-211.27896681395038	-148.7225093356053	8	23.990871115437663	1.6120981736888824
39.90435682685225	11.625408821765525	8	23.990871115437663	1.6120981736888824
-81.9422343280618	-64.91286578145173	8	23.990871115437663	1.6120981736888824
-1.3689106153964237	-8.128534347046532	9	22.242035503612186	3.2474823759227096
-219.6783428056494	-67.70900744559378	9	22.242035503612186	3.2474823759227096
895.9622778624204	269.3507343451824	9	22.242035503612186	3.2474823759227096
-82.75402293807615	-35.41914335436303	9	22.242035503612186	3.2474823759227096
565.1414655827798	169.55341351063913	9	22.242035503612186	3.2474823759227096
306.6809173459652	86.49385616587028	9	22.242035503612186	3.2474823759227096
-86.59037975148442	-32.2374160782272	9	22.242035503612186	3.2474823759227096
550.6260955223014	158.3647373894127	9	22.242035503612186	3.2474823759227096
